corename,species,latitude,longitude,d18oc,temp,temp_ann,d18osw
21801,pachy_s,87.63,156.68,1.46,-1.7280000448226929,-1.7280000448226929,-1.9207353591918945
124-769A,ruber_w,8.79,121.29,-2.57,28.52269172668457,28.52269172668457,0.23148541152477264
130-806B,sacculifer,0.32,159.36,-1.98,29.301958084106445,29.301958084106445,0.28499311208724976
1308-3,pachy_s,80.02,-4.83,3.08,-1.1841211318969727,-1.1841211318969727,-1.6709555387496948
1310-4,pachy_s,79.99,-0.87,2.88,-1.0037938356399536,-1.0037938356399536,-0.7250591516494751
1312-3,pachy_s,79.99,2.75,2.92,0.6417884826660156,0.6417884826660156,-0.4188076853752136
1314-3,pachy_s,80.0,4.5,3.19,1.9760103225708008,1.9760103225708008,-0.31203702092170715
1319-2,pachy_s,79.98,7.52,2.58,2.917703151702881,2.917703151702881,-0.2989182770252228
1513-9,pachy_s,81.5,31.44,3.3,-1.5976356267929077,-1.5976356267929077,-0.4976959228515625
1515-10,pachy_s,81.58,31.65,3.33,-1.5976356267929077,-1.5976356267929077,-0.4976959228515625
1519-11,pachy_s,81.79,31.51,3.71,-1.5976356267929077,-1.5976356267929077,-0.4976959228515625
1520-10,pachy_s,82.05,32.1,3.81,-1.8503763675689697,-1.8503763675689697,-0.601315975189209
1522-19,pachy_s,84.01,30.32,3.12,-1.7864999771118164,-1.7864999771118164,-0.8543047904968262
1523-15,pachy_s,85.08,29.13,2.64,-1.590000033378601,-1.590000033378601,-1.2011041641235352
1524-1,pachy_s,85.36,26.33,2.56,-1.9141689538955688,-1.9141689538955688,-1.3544360399246216
1525-2,pachy_s,85.51,25.3,2.42,-1.9141689538955688,-1.9141689538955688,-1.350319266319275
1527-10,pachy_s,86.05,22.02,2.63,-1.9141689538955688,-1.9141689538955688,-1.5001909732818604
1528-7,pachy_s,86.13,23.16,2.2,-1.7141690254211426,-1.7141690254211426,-1.499216079711914
1529-7,pachy_s,85.38,21.71,2.72,-1.9141689538955688,-1.9141689538955688,-1.3207353353500366
1533-3,pachy_s,82.03,15.18,3.72,-1.725000023841858,-1.725000023841858,-0.9066471457481384
1534-6,pachy_s,81.33,15.3,3.12,-0.5594399571418762,-0.5594399571418762,-0.8162410855293274
16302-1,bulloides,67.75,11.1838,1.82,7.764646053314209,7.764646053314209,0.09143950045108795
16302-1,pachy_s,67.75,11.1838,1.88,7.764646053314209,7.764646053314209,0.09143950045108795
16304-1,bulloides,68.2633,12.3417,2.06,7.732532501220703,7.732532501220703,0.1357610821723938
16304-1,pachy_s,68.2633,12.3417,1.82,7.732532501220703,7.732532501220703,0.1357610821723938
16305-1/2,bulloides,68.232,12.475,1.82,7.732532501220703,7.732532501220703,0.1357610821723938
16305-1/2,pachy_s,68.232,12.475,1.79,7.732532501220703,7.732532501220703,0.1357610821723938
16306-3,bulloides,68.185,12.3,1.38,7.732532501220703,7.732532501220703,0.1357610821723938
16306-3,pachy_s,68.185,12.3,1.73,7.732532501220703,7.732532501220703,0.1357610821723938
172-1059,ruber_w,31.67,-75.42,-1.5,22.055167770385744,24.309064865112305,0.967945396900177
17938-2,ruber_w,19.78,117.53,-2.93,26.702417373657227,26.702417373657227,0.23927398025989532
17940-2,ruber_w,20.12,117.38,-2.54,26.45128631591797,26.45128631591797,0.24639230966567993
17954-2,ruber_w,14.8,111.53,-3.0,27.40465545654297,27.40465545654297,0.19483797252178192
17964-3,ruber_w,6.16,112.21,-3.2,28.444053649902344,28.444053649902344,0.13634680211544037
18287-3,ruber_w,5.66,110.66,-3.26,28.34334373474121,28.34334373474121,0.12857435643672943
2137-1,pachy_s,81.58,30.78,3.21,-0.8404342532157898,-0.8404342532157898,-0.49121493101119995
2139-1,pachy_s,81.51,30.91,3.28,-0.8404342532157898,-0.8404342532157898,-0.49121493101119995
2140-1,pachy_s,81.47,31.28,3.57,-1.5976356267929077,-1.5976356267929077,-0.4976959228515625
2156-1,pachy_s,80.09,30.23,2.65,-0.39570748805999756,-0.39570748805999756,-0.44237667322158813
2157-4,pachy_s,81.05,30.0,3.48,-0.5352499485015869,-0.5352499485015869,-0.4851751923561096
2158-1,pachy_s,82.78,29.93,3.53,-1.722249984741211,-1.722249984741211,-0.553541362285614
2159-4,pachy_s,83.95,30.28,2.91,-1.7864999771118164,-1.7864999771118164,-0.6592032313346863
2161-4,pachy_s,85.44,44.3,2.54,-1.7599999904632568,-1.7599999904632568,-1.2584575414657593
2162-1,pachy_s,85.79,50.83,2.59,-1.7589999437332153,-1.7589999437332153,-1.3562064170837402
2163-2,pachy_s,86.24,59.23,2.0,-1.7389999628067017,-1.7389999628067017,-1.5004913806915283
2164-4,pachy_s,86.33,59.27,2.49,-1.7389999628067017,-1.7389999628067017,-1.5004913806915283
2165-3,pachy_s,86.44,60.07,1.96,-1.7389999628067017,-1.7389999628067017,-1.5069305896759033
2166-2,pachy_s,86.86,59.76,2.37,-1.7389999628067017,-1.7389999628067017,-1.5004913806915283
2167-2,pachy_s,86.94,59.07,2.02,-1.7389999628067017,-1.7389999628067017,-1.5004913806915283
2168-1,pachy_s,87.51,55.93,1.91,-1.715999960899353,-1.715999960899353,-1.6273735761642456
2170-1,pachy_s,87.59,60.77,1.6,-1.6713500022888184,-1.6713500022888184,-1.6275346279144287
2171-1,pachy_s,87.59,68.98,1.83,-1.7165000438690186,-1.7165000438690186,-1.72225821018219
2172-1,pachy_s,87.26,68.38,1.61,-1.6297999620437622,-1.6297999620437622,-1.72225821018219
2174-4,pachy_s,87.48,91.34,1.5,-1.8600000143051147,-1.8600000143051147,-1.4792920351028442
2175-3,pachy_s,87.59,103.73,1.75,-1.5277999639511108,-1.5277999639511108,-1.4927290678024292
2176-4,pachy_s,87.78,108.17,1.61,-1.6962000131607056,-1.6962000131607056,-1.5002468824386597
2177-1,pachy_s,88.04,134.93,1.87,-1.6753499507904053,-1.6753499507904053,-1.8306630849838257
2178-2,pachy_s,88.0,159.23,1.77,-1.691333293914795,-1.691333293914795,-1.9866523742675781
2179-1,pachy_s,87.75,138.03,2.09,-1.5800000429153442,-1.5800000429153442,-1.8459817171096802
2181-1,pachy_s,87.6,153.06,1.81,-1.720400094985962,-1.720400094985962,-1.9009089469909668
2181-2,pachy_s,87.6,153.26,1.79,-1.720400094985962,-1.720400094985962,-1.9009089469909668
2182-1,pachy_s,87.57,151.12,1.81,-1.5880999565124512,-1.5880999565124512,-1.8911980390548706
2183-1,pachy_s,87.6,148.83,2.02,-1.7393999099731445,-1.7393999099731445,-1.8793833255767822
2183-2,pachy_s,87.61,148.92,2.05,-1.7393999099731445,-1.7393999099731445,-1.8793833255767822
2184-1,pachy_s,87.61,148.14,1.81,-1.7319999933242798,-1.7319999933242798,-1.8793833255767822
2185-3,pachy_s,87.53,144.38,1.82,-1.7170000076293945,-1.7170000076293945,-1.8675681352615356
2186-5,pachy_s,88.52,140.49,1.62,-1.7272000312805176,-1.7272000312805176,-1.8811839818954468
2187-1,pachy_s,88.73,126.91,1.72,-1.5397000312805176,-1.5397000312805176,-1.7128241062164307
2189-1,pachy_s,88.78,144.55,1.93,-1.7265000343322754,-1.7265000343322754,-1.903043508529663
2190-3,pachy_s,90.0,90.0,1.5,-0.9449999928474426,-0.9449999928474426,-1.7187775373458862
2192-1,pachy_s,88.26,9.86,1.52,-1.715000033378601,-1.715000033378601,-1.8323668241500854
2193-2,pachy_s,87.52,11.26,1.6,-1.7640000581741333,-1.7640000581741333,-1.7047996520996094
2194-1,pachy_s,86.59,7.49,1.56,-1.7309999465942383,-1.7309999465942383,-1.6305054426193237
2195-4,pachy_s,86.23,9.59,1.95,-1.7230000495910645,-1.7230000495910645,-1.602534294128418
2196-2,pachy_s,85.95,6.12,1.73,-1.5290000438690186,-1.5290000438690186,-1.4664543867111206
2198-1,pachy_s,85.56,-9.06,1.83,-1.7278332710266113,-1.7278332710266113,-2.2140583992004395
2199-4,pachy_s,85.43,-11.89,3.03,-1.718999981880188,-1.718999981880188,-2.141258478164673
2200-2,pachy_s,85.33,-14.0,2.61,-1.7100000381469727,-1.7100000381469727,-1.8972164392471313
2202-2,pachy_s,85.11,-14.38,2.87,-1.7024999856948853,-1.7024999856948853,-1.8341268301010132
2205-3,pachy_s,84.65,-6.82,1.89,-1.7644999027252197,-1.7644999027252197,-2.1505181789398193
2206-4,pachy_s,84.28,-2.51,2.4,-1.781000018119812,-1.781000018119812,-1.7473629713058472
2208-1,pachy_s,83.64,4.6,3.14,-1.8020000457763672,-1.8020000457763672,-1.0481747388839722
2209-1,pachy_s,83.23,8.57,3.13,-1.8055000305175781,-1.8055000305175781,-1.05928635597229
2210-1,pachy_s,83.05,10.12,3.18,-1.8447777032852173,-1.8447777032852173,-1.069656252861023
2212-1,pachy_s,82.02,15.67,3.44,-1.725000023841858,-1.725000023841858,-0.9066471457481384
2212-5,pachy_s,82.07,15.77,3.4,-1.725000023841858,-1.725000023841858,-0.9066471457481384
2213-1,pachy_s,80.47,8.21,2.39,0.5909432172775269,0.5909432172775269,-0.49705174565315247
2214-1,pachy_s,80.27,6.63,3.18,0.7814681529998779,0.7814681529998779,-0.5025884509086609
2441-3,pachy_s,81.47,30.9,3.14,-0.8404342532157898,-0.8404342532157898,-0.49121493101119995
2442-4,pachy_s,81.72,30.34,3.4,-0.8404342532157898,-0.8404342532157898,-0.49121493101119995
2443-2,pachy_s,82.2,34.63,3.04,-1.340499997138977,-1.340499997138977,-0.8259369134902954
2444-1,pachy_s,82.49,37.74,3.47,-1.5440624952316284,-1.5440624952316284,-1.011073350906372
2445-3,pachy_s,82.76,40.24,3.58,-1.7063333988189697,-1.7063333988189697,-0.9429752826690674
2446-3,pachy_s,82.4,40.89,3.63,-1.7063333988189697,-1.7063333988189697,-0.9429752826690674
2447-4,pachy_s,82.16,42.05,3.53,-1.659766674041748,-1.659766674041748,-0.9135727286338806
2449-3,pachy_s,82.02,43.58,3.45,-1.6855000257492065,-1.6855000257492065,-0.9124573469161987
2455-3,pachy_s,79.65,130.54,2.8,-1.7658500671386719,-1.7658500671386719,-3.187183141708374
2456-2,pachy_s,78.48,133.0,3.18,-1.5077600479125977,-1.5077600479125977,-3.692441701889038
24588-3,pachy_s,78.17,133.4,3.18,-1.5077600479125977,-1.5077600479125977,-3.692441701889038
2464-2,pachy_s,77.48,125.9,3.18,-0.09689833968877792,-0.09689833968877792,-3.6057450771331787
2465-3,pachy_s,77.18,126.22,2.97,-1.138154149055481,-1.138154149055481,-3.660423517227173
2466-3,pachy_s,77.14,126.35,3.26,-1.138154149055481,-1.138154149055481,-3.660423517227173
2468-3,pachy_s,77.69,125.89,3.17,-0.09689833968877792,-0.09689833968877792,-3.6057450771331787
2469-3,pachy_s,78.06,125.0,3.06,-1.0486749410629272,-1.0486749410629272,-3.223090171813965
2470-4,pachy_s,79.22,122.91,2.26,-1.8052000999450684,-1.8052000999450684,-2.516594648361206
2471-3,pachy_s,79.16,119.78,2.58,-1.7386000156402588,-1.7386000156402588,-2.4075636863708496
2472-3,pachy_s,78.67,118.74,2.65,-1.7804399728775024,-1.7804399728775024,-2.7708241939544678
2473-3,pachy_s,77.98,118.58,3.19,-1.5615400075912476,-1.5615400075912476,-3.091330051422119
2474-2,pachy_s,77.67,118.58,3.24,-1.5615400075912476,-1.5615400075912476,-3.091330051422119
2475-1,pachy_s,77.53,118.46,3.31,-1.5615400075912476,-1.5615400075912476,-3.091330051422119
2476-3,pachy_s,77.39,118.19,3.35,-1.5615400075912476,-1.5615400075912476,-3.091330051422119
2482-3,pachy_s,78.7,112.51,3.29,0.935200035572052,0.935200035572052,-2.625720500946045
2483-2,pachy_s,78.76,112.7,3.36,0.935200035572052,0.935200035572052,-2.625720500946045
2484-2,pachy_s,78.58,111.39,3.38,-1.2400000095367432,-1.2400000095367432,-2.620993137359619
249-2,pachy_s,78.1,133.51,3.22,-1.5077600479125977,-1.5077600479125977,-3.692441701889038
31-02,bulloides,70.0,3.9917,2.1,6.287940502166748,6.287940502166748,0.3538399040699005
31-02,pachy_s,70.0,3.9917,2.44,6.287940502166748,6.287940502166748,0.3538399040699005
31-54,pachy_s,75.0017,0.1783,3.94,0.8248863816261292,0.8248863816261292,0.15952645242214203
31-KL,sacculifer,18.75,115.87,-2.34,26.866167068481445,26.866167068481445,0.23427459597587585
80-KB-11,bulloides,36.5,24.33,1.45,16.060145759582518,19.444189071655273,1.579625129699707
80-KB-11,ruber_w,36.5,24.33,0.91,16.060145759582518,19.444189071655273,1.579625129699707
90-564,bulloides,-45.52,174.95,1.59,8.289661884307861,10.809340476989746,0.09277549386024475
AAK144,pachy_s,79.93,47.14,3.58,0.3117404580116272,0.3117404580116272,-0.7472423315048218
AC-2,ruber_w,33.36,159.13,-1.05,17.605048751831056,20.94220542907715,0.11493624746799469
AET 25,ruber_w,5.1,73.75,-2.33,28.82297706604004,28.82297706604004,0.419638454914093
AHF-11343,bulloides,32.8,-119.86,0.49000001,14.456061935424804,15.80532455444336,-0.43622416257858276
AHF-16830,bulloides,31.47,-118.42,0.01,15.161074447631837,16.6520938873291,-0.3888838589191437
AHF-16832,bulloides,31.87,-118.12,-1.205,15.161074447631837,16.6520938873291,-0.3888838589191437
AHF-28181,bulloides,33.01,-119.06,-0.12,13.918202781677246,15.56490707397461,-0.4672453999519348
ASV 1200,pachy_s,75.91,41.01,3.74,0.7316884994506836,0.7316884994506836,-0.36558470129966736
ASV 880,pachy_s,79.93,47.14,3.52,0.3117404580116272,0.3117404580116272,-0.7472423315048218
BAR 94-42-P,ruber_w,-6.08,102.42,-2.78,28.0070743560791,28.0070743560791,0.2080875188112259
BARP-9406  ,ruber_w,-2.36,99.2,-2.64,29.30316162109375,29.30316162109375,0.15493826568126678
BARP-9407  ,ruber_w,-0.5,96.94,-2.9,29.108747482299805,29.108747482299805,0.20887817442417145
BARP-9409  ,ruber_w,0.57,96.74,-2.72,28.94993019104004,28.94993019104004,0.20943373441696167
BARP-9412,ruber_w,-0.93,97.92,-2.6,29.205514907836914,29.205514907836914,0.18796896934509277
BARP-9413  ,ruber_w,-0.98,99.39,-2.92,29.975244522094727,29.975244522094727,0.16478751599788666
BARP-9415  ,ruber_w,0.89,98.27,-3.03,29.301347732543945,29.301347732543945,0.1655896008014679
BARP-9422  ,ruber_w,5.26,93.81,-2.23,28.625770568847656,28.625770568847656,0.17921659350395203
BARP-9426  ,ruber_w,5.95,94.43,-2.67,28.756074905395508,28.756074905395508,0.15492071211338043
BARP-9435,ruber_w,-1.74,98.48,-2.22,29.008529663085938,29.008529663085938,0.1751548945903778
BARP-9437,ruber_w,-1.54,96.38,-2.48,28.78570556640625,28.78570556640625,0.21046867966651917
BARP-9441,ruber_w,-5.38,101.89,-3.07,28.85732078552246,28.85732078552246,0.1904105395078659
BOFS Core 17K,bulloides,58.0,-16.51,1.54,9.004147720336913,10.242883682250977,0.4366561472415924
BOFS Core 5K,bulloides,50.69,-21.87,0.86,15.200120210647583,12.869616508483887,0.5127182006835938
BOFS Core 5K,pachy_s,50.69,-21.87,1.595,15.200120210647583,12.869616508483887,0.5127182006835938
BOFS Core 8K,bulloides,52.5,-22.07,1.31,14.028020858764648,12.010281562805176,0.4457421898841858
BOFS Core 8K,pachy_s,52.5,-22.07,1.61,14.028020858764648,12.010281562805176,0.4457421898841858
CECAR 101,pachy_s,85.52,-111.12,1.39,-1.720750093460083,-1.720750093460083,-2.106522798538208
CECAR 106,pachy_s,85.49,-110.31,1.39,-1.720750093460083,-1.720750093460083,-2.088433265686035
CECAR 109,pachy_s,85.48,-110.61,1.53,-1.720750093460083,-1.720750093460083,-2.088433265686035
CECAR 110,pachy_s,84.02,-110.63,1.77,-1.6215250492095947,-1.6215250492095947,-2.164126396179199
CECAR 201,pachy_s,85.87,-108.65,1.31,-1.720750093460083,-1.720750093460083,-2.0466558933258057
CECAR 202,pachy_s,85.87,-108.65,1.33,-1.720750093460083,-1.720750093460083,-2.0466558933258057
CECAR 203,pachy_s,85.87,-108.66,1.28,-1.720750093460083,-1.720750093460083,-2.0466558933258057
CECAR 204,pachy_s,85.87,-108.67,1.3,-1.720750093460083,-1.720750093460083,-2.0466558933258057
CECAR 205,pachy_s,85.87,-108.72,1.4,-1.720750093460083,-1.720750093460083,-2.0466558933258057
CECAR104,pachy_s,85.52,-110.34,1.55,-1.720750093460083,-1.720750093460083,-2.088433265686035
CH 69-K09,bulloides,41.76,-47.35,1.1549999999999998,20.23747158050537,16.335115432739258,0.3699361979961395
CH 69-K09,pachy_s,41.76,-47.35,2.18,20.23747158050537,16.335115432739258,0.3699361979961395
CH 73-139C,bulloides,54.64,-16.36,0.91,13.993204832077026,11.900787353515625,0.48784971237182617
CH 73-139C,pachy_d,54.64,-16.36,1.0750000000000002,13.993204832077026,11.900787353515625,0.48784971237182617
CH 77-02,bulloides,52.71,-36.09,1.69,11.096922159194946,8.514214515686035,0.1774383783340454
CH 77-02,pachy_s,52.71,-36.09,2.315,11.096922159194946,8.514214515686035,0.1774383783340454
CH67-19,bulloides,45.75,-3.95,1.47,12.385953903198242,15.424090385437012,0.5030682682991028
CH73-R01,pachy_d,56.32,-11.55,1.2519324386000001,13.10088562965393,11.33069133758545,0.4591559171676636
CH73-R02,pachy_d,58.08,-10.72,1.2257721998000002,12.389771938323975,10.677102088928223,0.4404231905937195
CH73-R07,pachy_d,59.25,-10.22,1.3585000958000002,11.905554056167603,10.168150901794434,0.4343951344490051
CH73-R10,pachy_d,55.6,-14.48,1.298818583,13.7215576171875,11.695122718811035,0.48102322220802307
CH73-R11,pachy_d,51.48,-17.68,1.0675299356,15.05724549293518,12.875121116638184,0.529803991317749
CH73-R12,pachy_d,50.15,-17.37,0.887172254,15.528181076049805,13.168659210205078,0.5503699779510498
CH77-03,pachy_s,57.93,-29.1,1.74,11.169651508331299,9.098367691040039,0.2873067557811737
CH77-R01,pachy_d,52.28,-35.25,1.4986226699,11.078283309936523,8.357094764709473,0.1961231380701065
CH77-R01,pachy_s,52.28,-35.25,3.05,11.078283309936523,8.357094764709473,0.1961231380701065
CH77-R03,pachy_d,57.93,-29.13,1.6687041916400003,10.989847660064697,9.098367691040039,0.2873067557811737
CH77-R07,pachy_s,66.6,-10.52,3.70843883744,3.304751396179199,3.304751396179199,0.22085809707641602
CHN 82-20,bulloides,43.5,-29.87,0.2,14.586532974243164,16.74038314819336,0.7318755984306335
CHO 288-54,ruber_w,17.43,-77.66,-2.125,27.82318687438965,27.82318687438965,0.8433324694633484
CS 72-37,bulloides,36.69,12.28,1.07,15.437095832824706,19.007871627807617,1.3275810480117798
CS 72-37,pachy_d,36.69,12.28,0.72,15.437095832824706,19.007871627807617,1.3275810480117798
CS 72-37,ruber_w,36.69,12.28,0.5,15.437095832824706,19.007871627807617,1.3275810480117798
Core 88-2,pachy_s,71.92,14.36,2.63,6.858428478240967,6.858428478240967,0.26465773582458496
D.St.A.2,pachy_s,85.97,-168.2,1.42,-1.684999942779541,-1.684999942779541,-2.0540010929107666
DGKS 96-06,ruber_w,28.35,126.353,-2.26,21.13990249633789,24.159454345703125,-0.14874902367591858
DGKS9603,ruber_w,28.15,127.27,-2.3100856,22.743745040893554,25.287681579589844,-0.06155930459499359
DSDP 594,ruber_w,-45.5,174.95,1.59,8.289661884307861,10.809340476989746,0.09277549386024475
E11-2,bulloides,-56.0,-115.0,2.28,4.98799991607666,5.704874038696289,-0.2928188443183899
E11-2,pachy_s,-56.0,-115.0,2.56,4.98799991607666,5.704874038696289,-0.2928188443183899
E33-22,pachy_s,-55.0,-120.0,2.3265,5.254111131032308,6.018307209014893,-0.28060615062713623
EN32-PC6,ruber_w,26.95,-91.35,-1.59,22.48434371948242,25.496667861938477,0.7341499328613281
ENAM93-21,pachy_s,62.44,-4.0,2.673,7.978312015533447,7.978312015533447,0.4111688733100891
ERDC-92,sacculifer,-2.23,157.0,-1.895,29.398216247558594,29.398216247558594,0.2882743775844574
ERDC102BX,ruber_w,-3.61,161.32,-2.33,29.28070640563965,29.28070640563965,0.3195645809173584
ERDC108BX,sacculifer,1.75,160.8,-1.7871428,29.469505310058594,29.469505310058594,0.27443286776542664
ERDC112Bx,sacculifer,-1.63,159.24,-2.0799999,29.33788299560547,29.33788299560547,0.2798185348510742
ERDC123Bx,sacculifer,-0.02,160.42,-1.6833333,29.440954208374023,29.440954208374023,0.29617780447006226
ERDC125Bx,sacculifer,0.0,161.0,-1.57,29.495956420898438,29.495956420898438,0.33443373441696167
ERDC128BX,sacculifer,-0.02,161.43,-1.82,29.495956420898438,29.495956420898438,0.33443373441696167
ERDC129BX,sacculifer,0.01,161.98,-1.89,29.463905334472656,29.463905334472656,0.32852768898010254
ERDC135BX,sacculifer,-0.88,160.99,-1.68,29.440954208374023,29.440954208374023,0.29617780447006226
ERDC136BX,sacculifer,1.1,161.61,-1.73,29.237804412841797,29.237804412841797,0.31435489654541016
ERDC139BX,sacculifer,1.36,162.39,-1.6,29.271440505981445,29.271440505981445,0.34219035506248474
ERDC79Bx,sacculifer,2.79,156.23,-2.31,29.413002014160156,29.413002014160156,0.3183736205101013
ERDC88Bx,sacculifer,-0.05,155.87,-2.23,29.448911666870117,29.448911666870117,0.3208765387535095
ERDC89P,ruber_w,0.0,155.87,-2.17,29.448911666870117,29.448911666870117,0.3208765387535095
ERDC92BX,ruber_w,-2.23,157.0,-2.44,29.398216247558594,29.398216247558594,0.2882743775844574
ERDC92BX,sacculifer,-2.23,157.0,-2.01,29.398216247558594,29.398216247558594,0.2882743775844574
FL 523,pachy_s,85.87,-107.42,1.3,-1.720750093460083,-1.720750093460083,-2.024783134460449
